filename,title,author,source,ftype,duration,size,bitrate,channel,samplerate,bitdepth,desc
001_001_02ZQPQMV.mp3,婴儿啼哭,winsx87,Freesound,mp3,01:12,1.1 MB,1378 kbps,立体声,,,&amp;lt;p&amp;gt;一声婴儿啼哭&amp;lt;/p&amp;gt。,https://cdn.tosound.com:3321/preview?file=freesound%2F0%2F134%2F236317.mp3,https://cdn.tosound.com:3321/preview?file=freesound%2F0%2F134%2F236317.mp3&token=ZnJlZXNvdW5kJTJGMCUyRjEzNCUyRjIzNjMxNy5tcDM=&sound=audio.mp3
001_002_N2XNyBDr.wav,婴儿 &quot; 婴儿啼哭,panikko,Freesound,wav,00:38,3.4 MB,741 kbps,立体声,44100 Hz,16 bit,&amp;lt;p&amp;gt;我的小侄子在哭，用NTG3话筒录制到声音设备702.&amp;lt;/p&amp;gt。,https://cdn.tosound.com:3321/preview?file=freesound%2F0%2F127%2F229851.mp3,https://cdn.tosound.com:3321/preview?file=freesound%2F0%2F127%2F229851.mp3&token=ZnJlZXNvdW5kJTJGMCUyRjEyNyUyRjIyOTg1MS5tcDM=&sound=audio.mp3
001_003_BdnpZ3QV.wav,婴儿啼哭,Stevious42,Freesound,wav,00:18,1.6 MB,726 kbps,立体声,44100 Hz,16 bit,一个婴儿在哭,https://cdn.tosound.com:3321/preview?file=freesound%2F0%2F224%2F326734.mp3,https://cdn.tosound.com:3321/preview?file=freesound%2F0%2F224%2F326734.mp3&token=ZnJlZXNvdW5kJTJGMCUyRjIyNCUyRjMyNjczNC5tcDM=&sound=audio.mp3
001_004_YVmbMO42.wav,婴儿啼哭,nektaria909,Freesound,wav,00:08,1.5 MB,1411 kbps,立体声,44100 Hz,16 bit,婴儿哭泣。用缩放H1修改。,https://cdn.tosound.com:3321/preview?file=freesound%2F0%2F346%2F448549.mp3,https://cdn.tosound.com:3321/preview?file=freesound%2F0%2F346%2F448549.mp3&token=ZnJlZXNvdW5kJTJGMCUyRjM0NiUyRjQ0ODU0OS5tcDM=&sound=audio.mp3
001_005_72N9110V.wav,婴儿啼哭,simo170075,Freesound,wav,00:32,9.1 MB,2320 kbps,立体声,48000 Hz,24 bit,6个月大的婴儿哭了,https://cdn.tosound.com:3321/preview?file=freesound%2F0%2F361%2F463577.mp3,https://cdn.tosound.com:3321/preview?file=freesound%2F0%2F361%2F463577.mp3&token=ZnJlZXNvdW5kJTJGMCUyRjM2MSUyRjQ2MzU3Ny5tcDM=&sound=audio.mp3
001_006_4VkKgXeV.wav,婴儿啼哭,pawsound,Freesound,wav,00:06,3.3 MB,4609 kbps,立体声,48000 Hz,16 bit,&amp;lt;p&amp;gt;只是一个婴儿在地铁上哭泣&amp;lt;/p&amp;gt。,https://cdn.tosound.com:3321/preview?file=freesound%2F0%2F136%2F238847.mp3,https://cdn.tosound.com:3321/preview?file=freesound%2F0%2F136%2F238847.mp3&token=ZnJlZXNvdW5kJTJGMCUyRjEzNiUyRjIzODg0Ny5tcDM=&sound=audio.mp3
001_007_3VGo17pV.wav,婴儿啼哭,eguaus,Freesound,wav,00:53,8.9 MB,1404 kbps,立体声,44100 Hz,16 bit,2个月大婴儿的双耳场录音大声哭泣。,https://cdn.tosound.com:3321/preview?file=freesound%2F0%2F282%2F384923.mp3,https://cdn.tosound.com:3321/preview?file=freesound%2F0%2F282%2F384923.mp3&token=ZnJlZXNvdW5kJTJGMCUyRjI4MiUyRjM4NDkyMy5tcDM=&sound=audio.mp3
001_008_5dYEbpKd.wav,婴儿啼哭,crazyadamos,Freesound,wav,00:42,7.2 MB,1418 kbps,立体声,44100 Hz,16 bit,哭宝贝在近距离记录了h2n变焦。有关我的更多信息，请访问：http：//zespolnaevent.prv.pl,https://cdn.tosound.com:3321/preview?file=freesound%2F0%2F354%2F456543.mp3,https://cdn.tosound.com:3321/preview?file=freesound%2F0%2F354%2F456543.mp3&token=ZnJlZXNvdW5kJTJGMCUyRjM1NCUyRjQ1NjU0My5tcDM=&sound=audio.mp3
001_009_4d445k5d.wav,婴儿啼哭2,Stevious42,Freesound,wav,00:23,2 MB,708 kbps,立体声,44100 Hz,16 bit,一个婴儿在哭,https://cdn.tosound.com:3321/preview?file=freesound%2F0%2F224%2F326736.mp3,https://cdn.tosound.com:3321/preview?file=freesound%2F0%2F224%2F326736.mp3&token=ZnJlZXNvdW5kJTJGMCUyRjIyNCUyRjMyNjczNi5tcDM=&sound=audio.mp3
001_010_ArQ9JYar.wav,婴儿 &quot; 婴儿啼哭 1,reinsamba,Freesound,wav,00:37,6.3 MB,1421 kbps,立体声,44100 Hz,16 bit,&amp;lt;p&amp;gt;我的女儿夏洛特，两周前出生，不同类型的哭泣。Vivanco EM35，Marantz PMD 671.&amp;lt;br&amp;gt;&amp;lt;/p&amp;gt。,https://cdn.tosound.com:3321/preview?file=freesound%2F0%2F30%2F132164.mp3,https://cdn.tosound.com:3321/preview?file=freesound%2F0%2F30%2F132164.mp3&token=ZnJlZXNvdW5kJTJGMCUyRjMwJTJGMTMyMTY0Lm1wMw==&sound=audio.mp3
